step,altitude,speed,distance,ata,aspect_angle,aileron,elevator,throttle
669,5995.27,356.05,1172.67,173.365,145.665,0.15,0.8,0.4
670,6002.06,355.92,1180.29,174.321,146.269,0.15,0.8,0.4
671,6007.99,355.89,1187.57,174.612,147.211,0.15,0.8,0.4
672,6013.0,355.9,1194.46,174.206,147.859,0.15,0.8,0.4
673,6017.03,355.96,1200.98,173.277,148.391,0.15,0.8,0.4
674,6020.06,356.08,1207.02,172.035,149.409,0.15,0.8,0.4
675,6022.06,356.27,1212.39,170.646,150.767,0.15,0.75,0.4
676,6023.08,356.11,1217.08,169.442,151.824,-0.05,0.45,0.4
677,6023.16,356.37,1221.11,167.927,152.78,0.15,0.75,0.4
678,6022.06,356.72,1224.43,166.447,153.923,0.15,0.75,0.4
679,6019.91,356.85,1227.0,165.321,155.481,-0.2,0.45,0.5379
680,6016.92,356.85,1228.74,164.198,157.37,0.15,-0.9,0.4
681,6013.12,357.32,1229.73,163.691,158.954,0.15,-0.9,0.4
682,6009.25,358.01,1230.29,164.068,160.402,0.15,-0.9,0.5379
683,6005.85,357.85,1230.54,165.014,162.299,-0.3,-0.45,0.4172
684,6003.31,357.6,1230.49,165.993,164.474,0.15,-0.45,0.4172
685,6001.37,357.67,1230.18,166.759,166.579,0.15,-0.45,0.4
686,6000.15,357.1,1229.66,167.979,168.613,-0.3,-0.45,0.4172
687,6000.01,356.0,1228.99,169.24,170.25,-0.3,0.6,0.4172
688,6000.52,355.74,1228.11,169.634,171.751,0.15,0.8,0.4
689,6000.98,356.11,1227.08,169.621,173.382,0.15,0.8,0.4
690,6001.15,356.51,1225.97,169.571,175.137,0.15,0.75,0.4
691,6000.89,356.96,1224.93,169.457,175.988,0.15,0.8,0.4
692,6000.17,356.86,1224.07,169.688,174.867,-0.2,-0.05,0.4517
693,5999.28,357.0,1223.51,170.105,172.78,0.15,-0.45,0.4
694,5998.19,357.49,1223.41,170.694,170.574,0.15,-0.45,0.4
695,5997.22,357.4,1223.82,171.887,168.725,-0.3,-0.45,0.4517
696,5996.79,357.21,1224.56,173.11,167.851,0.15,-0.3,0.4172
697,5996.64,357.32,1225.44,173.944,167.599,0.15,0.8,0.4
698,5996.57,357.14,1226.45,174.774,167.461,-0.3,0.9,0.4517
699,5996.68,356.88,1227.52,175.503,167.5,0.15,-0.3,0.4172
700,5996.83,357.08,1228.67,176.167,167.688,0.15,0.8,0.4
701,5997.13,356.79,1229.87,176.946,167.772,-0.3,-0.05,0.4517
702,5997.66,356.69,1231.1,177.425,168.257,0.15,0.75,0.4172
703,5997.89,357.12,1232.31,177.573,168.827,0.15,0.8,0.4
704,5997.69,356.9,1233.53,177.881,169.227,-0.2,-0.05,0.4517
705,5997.36,357.01,1234.76,178.185,169.668,0.15,-0.3,0.4172
706,5996.8,357.49,1236.02,178.519,170.444,0.15,-0.45,0.4172
707,5996.31,357.34,1237.23,179.105,171.201,-0.3,-0.45,0.4172
708,5996.41,356.64,1238.33,178.807,171.712,-0.3,-0.3,0.4172
709,5997.02,356.32,1239.39,178.443,172.275,0.15,0.8,0.4
710,5997.54,356.63,1240.4,178.712,172.982,0.15,0.8,0.4
711,5997.7,356.94,1241.43,179.114,173.343,0.15,0.8,0.4
712,5997.43,356.78,1242.53,179.274,173.62,-0.2,-0.05,0.4517
713,5996.98,357.13,1243.61,179.252,173.717,0.15,-0.35,0.5379
714,5996.33,358.57,1244.83,179.08,173.563,0.15,-0.45,0.6931
715,5995.79,358.66,1246.26,178.621,173.204,-0.2,-0.45,0.4517
716,5995.75,358.56,1247.77,178.185,172.494,0.15,-0.3,0.4172
717,5995.97,358.75,1249.31,177.944,171.956,0.15,0.8,0.4345
718,5996.27,358.67,1250.83,177.723,171.663,-0.3,0.9,0.4517
719,5996.69,358.27,1252.2,177.543,171.608,0.15,-0.3,0.4172
720,5997.17,358.57,1253.5,177.291,171.759,0.15,-0.3,0.4345
721,5997.9,358.15,1254.66,176.932,171.872,-0.3,0.9,0.4517
722,5998.87,357.54,1255.68,176.795,172.168,-0.3,0.75,0.4345
723,5999.63,357.34,1256.66,176.757,172.385,0.15,0.75,0.4
724,5999.58,358.23,1257.69,176.402,172.343,0.55,0.3,0.4
725,5998.43,359.33,1258.84,175.867,172.272,-0.2,-0.05,0.5034
726,5996.75,359.53,1260.12,175.689,172.205,-0.2,-0.45,0.4172
727,5995.1,359.87,1261.45,175.549,172.122,0.15,-0.3,0.4172
728,5993.41,360.38,1262.8,175.433,172.027,0.15,-0.45,0.5034
729,5992.01,360.22,1264.19,175.402,171.92,-0.2,-0.45,0.4172
730,5991.25,359.96,1265.54,175.312,171.864,-0.1,-0.3,0.4172
731,5990.98,360.09,1266.91,175.159,171.961,0.15,-0.3,0.4
732,5991.07,359.87,1268.33,174.946,172.01,0.0,0.8,0.4345
733,5991.57,359.35,1269.69,174.733,171.937,-0.3,0.9,0.4345
734,5992.31,359.15,1270.94,174.645,171.808,0.15,0.65,0.4
735,5992.69,359.6,1272.22,174.557,171.716,0.15,0.3,0.5034
736,5992.58,360.08,1273.6,174.417,171.725,0.15,-0.35,0.5034
737,5992.29,360.11,1275.02,174.26,171.755,-0.2,-0.05,0.4345
738,5992.2,360.11,1276.36,174.121,171.734,0.15,-0.3,0.4172
739,5992.04,360.36,1277.69,173.96,171.679,0.15,-0.65,0.4345
740,5992.23,359.98,1279.0,173.666,171.618,-0.3,-0.05,0.4345
741,5993.27,359.14,1280.23,173.396,171.604,-0.3,-0.3,0.4345
742,5994.77,359.0,1281.41,173.331,171.57,0.15,0.65,0.4
743,5996.08,359.51,1282.6,173.31,171.475,0.15,0.8,0.4345
744,5996.99,359.91,1283.91,173.272,171.474,0.15,0.95,0.4
745,5997.4,360.22,1285.23,173.19,171.624,0.15,-0.05,0.4345
746,5997.47,360.33,1286.62,173.083,171.752,-0.2,-0.05,0.4345
747,5997.52,360.48,1287.97,173.006,171.719,0.15,-0.3,0.4345
748,5997.43,360.96,1289.37,172.908,171.712,0.15,-0.05,0.4345
749,5997.33,360.89,1290.88,172.805,171.841,-0.2,-0.05,0.4345
750,5997.5,360.94,1292.4,172.746,171.99,0.15,-0.3,0.4345
751,5997.71,361.31,1294.03,172.672,172.011,0.15,-0.05,0.4345
752,5997.93,362.92,1295.77,172.56,172.07,0.55,-0.9,0.8138
753,5998.28,364.71,1297.72,172.184,172.143,0.55,-0.9,0.8138
754,5999.12,365.07,1299.78,171.436,172.268,0.55,-0.9,0.5207
755,6000.37,366.2,1301.84,170.397,172.436,0.55,-0.9,0.8655
756,6001.85,366.97,1303.85,169.021,172.593,0.15,-0.9,0.8655
757,6003.36,367.41,1305.69,167.442,172.869,0.15,-0.9,0.8655
758,6004.62,368.0,1307.25,166.003,173.199,0.15,-0.9,0.8655
759,6005.38,368.18,1308.51,164.365,173.552,-0.25,-0.9,0.8655
760,6005.39,367.98,1309.35,162.497,173.981,-0.25,-0.9,0.8655
761,6004.72,367.98,1309.64,160.752,174.513,-0.25,-0.9,0.8655
762,6003.47,368.01,1309.38,159.045,175.064,-0.25,-0.9,0.8655
763,6001.83,368.06,1308.6,157.412,175.661,-0.25,-0.9,0.8655
764,5999.98,368.12,1307.28,155.892,176.444,-0.25,-0.9,0.8655
765,5998.11,368.64,1305.41,154.764,177.371,0.15,-0.9,0.8655
766,5996.19,369.42,1303.21,153.823,178.283,0.15,-0.9,0.8655
767,5994.17,370.04,1300.73,152.818,179.24,0.15,-0.9,0.8655
768,5991.92,370.15,1297.87,151.542,179.657,-0.25,-0.9,0.8655
769,5989.49,369.92,1294.35,150.163,178.521,-0.25,-0.9,0.8655
770,5987.06,369.84,1290.27,149.024,177.274,-0.25,-0.9,0.8655
771,5984.81,370.27,1285.87,148.329,175.912,0.15,-0.9,0.8655
772,5982.68,370.95,1281.35,147.834,174.591,0.15,-0.9,0.8655
773,5980.63,371.47,1276.73,147.282,173.177,0.15,-0.9,0.8655
774,5978.54,371.95,1271.95,146.746,171.587,0.15,-0.9,0.8655
775,5976.29,371.95,1266.94,145.973,169.926,-0.25,-0.9,0.8655
776,5973.9,371.62,1261.61,145.113,168.163,-0.25,-0.9,0.8655
777,5971.52,371.93,1256.09,144.762,166.213,0.15,-0.9,0.8655
778,5969.09,372.56,1250.69,144.67,164.319,0.15,-0.9,0.8655
779,5966.53,372.62,1245.42,144.279,163.066,-0.25,-0.9,0.8655
780,5963.92,372.35,1240.1,143.783,162.224,-0.25,-0.9,0.8655
781,5961.4,372.69,1234.87,143.752,161.506,0.15,-0.9,0.8655
782,5958.9,372.05,1229.95,143.937,160.921,0.15,-0.9,0.4
783,5956.34,371.02,1225.22,144.047,160.431,0.15,-0.9,0.4
784,5953.61,370.9,1220.65,143.821,160.001,-0.25,-0.9,0.8655
785,5950.75,370.57,1216.06,143.447,159.59,-0.25,-0.9,0.8655
786,5947.89,369.55,1211.52,143.546,159.178,0.15,-0.9,0.4
787,5944.99,368.69,1207.24,143.836,158.753,0.15,-0.9,0.4
788,5941.98,368.64,1203.1,143.727,158.318,-0.25,-0.9,0.8655
789,5938.93,368.37,1198.86,143.477,157.804,-0.25,-0.9,0.8655
790,5935.99,367.4,1194.59,143.702,157.501,0.15,-0.9,0.4
791,5933.1,366.57,1190.44,144.085,157.462,0.15,-0.9,0.4
792,5930.18,365.63,1186.34,144.349,157.4,0.15,-0.9,0.4
793,5927.14,365.58,1182.24,144.243,157.381,-0.25,-0.9,0.8655
794,5924.03,365.32,1177.96,143.974,157.054,-0.25,-0.9,0.8655
795,5920.99,364.37,1173.63,144.193,156.504,0.15,-0.9,0.4
796,5917.97,363.57,1169.46,144.604,156.026,0.15,-0.9,0.4
797,5914.89,364.06,1165.47,144.883,155.835,0.15,-0.9,0.8655
798,5911.65,364.19,1161.57,144.818,155.902,-0.25,-0.9,0.8655
799,5908.29,364.02,1157.53,144.581,155.592,-0.25,-0.9,0.8655
800,5905.0,364.03,1153.47,144.556,155.038,-0.25,-0.9,0.8655
801,5901.99,364.06,1149.52,144.711,154.515,-0.25,-0.9,0.8655
802,5899.49,364.12,1145.77,145.069,154.241,-0.25,-0.9,0.8655
803,5897.72,364.17,1142.26,145.636,154.21,-0.25,-0.9,0.8655
804,5896.87,364.24,1139.08,146.452,154.132,-0.25,-0.8,0.8655
805,5897.08,364.31,1136.44,147.535,153.721,-0.25,-0.8,0.8655
806,5898.39,364.84,1134.66,148.941,153.119,0.15,-0.8,0.8655
807,5900.59,365.45,1133.8,150.358,152.648,0.15,-0.8,0.8483
808,5903.78,365.74,1133.61,151.582,152.494,0.15,-0.8,0.8655
809,5908.08,365.35,1133.84,152.496,152.607,-0.3,-0.8,0.8655
810,5913.85,364.43,1134.31,153.39,152.353,-0.3,-0.8,0.8655
811,5921.1,363.15,1135.14,154.652,151.897,-0.3,-0.4,0.6414
812,5929.63,362.15,1136.42,156.282,151.839,-0.3,0.6,0.6414
813,5938.92,361.46,1138.15,158.19,152.085,-0.05,0.6,0.4
814,5948.24,361.32,1140.38,160.073,152.033,0.15,0.8,0.4
815,5957.24,361.19,1143.12,161.864,151.861,0.15,0.8,0.4
816,5965.84,361.11,1146.25,163.537,152.153,0.15,0.8,0.4
817,5973.88,361.01,1149.57,165.04,152.778,0.15,0.8,0.4
818,5981.25,360.9,1152.99,166.342,153.122,0.15,0.8,0.4
819,5987.92,360.37,1156.46,167.465,153.373,-0.05,0.8,0.4
820,5993.87,360.22,1159.86,168.213,153.795,0.15,0.8,0.4
821,5998.82,360.14,1163.1,168.595,154.621,0.15,0.8,0.4
822,6002.85,359.67,1166.01,168.773,155.792,-0.05,0.6,0.4
823,6005.98,359.62,1168.49,168.441,157.006,0.15,0.75,0.4
824,6007.97,359.67,1170.52,167.861,158.0,0.15,0.75,0.4
825,6008.94,359.35,1172.09,167.383,158.931,-0.3,0.9,0.4517
826,6009.1,358.97,1173.13,166.692,160.374,0.15,0.75,0.4
827,6008.12,359.15,1173.56,165.639,162.135,0.15,0.8,0.4
828,6005.9,359.67,1173.41,164.534,163.574,0.55,-0.9,0.4
829,6002.6,360.57,1172.81,164.258,164.931,-0.25,-0.9,0.4172
830,5999.34,360.48,1172.02,165.304,166.458,-1.0,-0.9,0.4172
831,5996.88,360.18,1171.15,166.649,168.362,0.15,-0.9,0.4172
832,5995.12,360.1,1170.26,167.865,170.447,0.15,-0.85,0.4
833,5994.24,359.19,1169.38,169.465,172.235,-0.3,0.8,0.4517
834,5994.23,358.74,1168.51,170.472,173.404,0.15,0.8,0.4
835,5994.35,359.01,1167.67,170.828,174.143,0.15,0.8,0.4
836,5994.32,359.31,1166.99,171.076,173.866,0.15,0.8,0.4
837,5994.07,359.41,1166.61,171.475,172.348,-0.1,0.9,0.4517
838,5993.57,359.56,1166.63,171.661,170.252,0.15,-0.4,0.4
839,5992.77,359.81,1167.12,172.442,168.299,0.15,-0.9,0.4
840,5992.37,359.24,1168.08,174.132,167.214,-0.3,-0.45,0.4172
841,5992.85,358.27,1169.3,175.719,166.642,-0.3,0.9,0.4172
842,5993.63,358.14,1170.69,176.31,166.359,0.15,0.8,0.4
843,5993.98,359.16,1172.25,176.096,166.318,0.55,0.8,0.4
844,5993.44,360.15,1173.99,175.892,166.731,0.15,-0.35,0.4
845,5992.55,359.97,1175.63,176.758,167.527,-0.2,-0.75,0.4517
846,5992.19,359.72,1177.13,178.139,168.195,0.15,-0.3,0.4172
847,5992.42,358.97,1178.49,179.292,168.604,-0.3,0.8,0.4172
848,5992.94,358.86,1179.81,179.579,168.982,0.15,0.75,0.4
849,5992.92,358.99,1181.09,179.214,169.793,0.15,0.75,0.4
850,5992.38,359.0,1182.27,179.307,170.612,-0.2,-0.05,0.4517
851,5991.66,359.05,1183.34,179.442,171.475,0.15,-0.35,0.4
852,5990.75,359.41,1184.38,179.749,172.158,0.15,-0.85,0.4
853,5990.12,359.09,1185.39,179.248,173.224,-0.35,-0.45,0.4517
854,5990.17,358.67,1186.21,178.367,174.389,0.15,-0.3,0.4
855,5990.6,358.68,1186.92,177.96,175.359,0.15,0.8,0.4
856,5991.21,358.53,1187.57,177.708,176.691,0.0,0.9,0.4517
857,5991.95,358.16,1188.1,177.493,178.075,-0.35,0.75,0.4517
858,5992.78,357.67,1188.52,177.725,179.134,0.15,-0.35,0.4
859,5993.27,358.11,1188.92,178.306,179.235,0.55,-0.35,0.4
860,5993.44,358.57,1189.31,178.527,177.712,-0.35,-0.05,0.4517
861,5993.75,358.18,1189.63,178.369,176.568,-0.3,-0.05,0.4172
862,5994.31,357.85,1189.87,178.413,175.863,0.15,-0.35,0.4
863,5995.0,357.92,1189.97,178.434,175.651,0.15,0.8,0.4
864,5995.9,357.56,1189.95,178.49,175.827,0.0,0.75,0.4517
865,5996.64,357.85,1189.88,179.284,175.964,0.15,0.75,0.4345
866,5996.9,357.8,1189.73,179.694,176.117,-0.2,-0.05,0.4517
867,5997.07,358.32,1189.51,179.755,176.798,0.15,-0.3,0.5379
868,5997.06,358.96,1189.39,179.586,177.644,0.15,-0.45,0.4517
869,5997.14,358.91,1189.33,179.615,178.163,-0.3,-0.05,0.4517
870,5997.67,358.18,1189.18,179.354,178.474,-0.3,-0.3,0.4172
871,5998.61,357.88,1188.92,179.258,178.454,0.15,0.75,0.4
872,5999.43,358.13,1188.65,179.576,178.68,0.15,0.8,0.4
873,5999.81,358.28,1188.44,179.358,179.117,0.15,0.75,0.4
874,5999.78,358.19,1188.25,179.139,179.352,-0.2,-0.05,0.4517
875,5999.63,358.17,1187.97,178.967,179.537,0.15,-0.35,0.4
876,5999.26,359.3,1187.73,178.83,179.913,0.15,-0.35,0.6759
877,5998.95,359.32,1187.61,179.135,179.436,-0.2,-0.05,0.4517
878,5998.95,359.29,1187.46,179.318,179.345,0.15,-0.3,0.4345
879,5999.06,359.6,1187.33,179.363,179.241,0.15,0.75,0.4345
880,5999.33,359.46,1187.28,179.338,179.06,-0.3,-0.05,0.4517
881,5999.76,359.38,1187.19,179.334,178.474,0.15,0.75,0.4345
882,5999.8,359.87,1187.23,179.135,178.203,0.15,0.75,0.4345
883,5999.37,359.79,1187.27,178.964,178.629,-0.2,-0.05,0.4517
884,5998.78,359.92,1187.27,178.828,178.69,0.15,-0.3,0.4172
885,5997.94,360.41,1187.36,178.727,178.521,0.15,-0.45,0.4172
886,5997.16,360.27,1187.5,178.998,178.623,-0.3,-0.45,0.4172
887,5996.96,359.59,1187.51,179.045,179.173,-0.3,-0.3,0.4172
888,5997.28,359.29,1187.44,178.95,179.625,0.15,0.75,0.4
889,5997.49,359.61,1187.41,179.083,179.619,0.15,0.8,0.4
890,5997.36,360.02,1187.38,179.051,179.153,0.15,0.3,0.4345
891,5996.89,360.03,1187.34,178.948,179.152,-0.2,-0.05,0.4345
892,5996.36,360.19,1187.3,178.882,179.067,0.15,-0.3,0.4345
893,5995.71,360.69,1187.28,178.849,179.25,0.15,-0.65,0.4345
894,5995.28,360.52,1187.28,178.969,179.55,-0.3,-0.05,0.4517
895,5995.33,360.29,1187.21,178.933,179.637,0.15,-0.3,0.4345
896,5995.56,360.59,1187.13,178.834,179.693,0.15,0.75,0.4345
897,5996.11,360.26,1187.1,178.513,179.57,-0.3,-0.05,0.4345
898,5997.08,360.08,1186.99,178.384,179.706,0.15,0.75,0.4345
899,5997.94,360.61,1186.97,178.637,179.512,0.15,0.75,0.4345
900,5998.51,360.45,1187.02,178.677,179.503,-0.2,-0.05,0.4345
901,5999.09,360.6,1186.99,178.728,179.8,0.15,-0.3,0.4345
902,5999.59,360.7,1186.93,178.677,179.562,-0.2,-0.3,0.4345
903,6000.34,360.72,1186.81,178.579,179.252,0.15,-0.3,0.4345
904,6001.16,360.94,1186.75,178.609,178.972,0.15,0.75,0.4345
905,6001.92,360.79,1186.66,178.653,179.033,-0.3,0.9,0.4345
906,6002.67,360.37,1186.5,178.723,179.457,0.15,-0.3,0.4345
907,6003.32,360.73,1186.33,178.717,179.827,0.15,-0.05,0.4345
908,6004.08,360.28,1186.16,178.607,179.546,-0.3,0.9,0.4345
909,6004.85,360.05,1186.0,178.763,179.105,0.15,0.85,0.4345
910,6004.99,360.28,1185.85,178.681,178.939,0.15,0.85,0.4345
911,6004.53,360.18,1185.75,178.504,179.093,-0.2,-0.05,0.4345
912,6003.87,359.84,1185.56,178.482,179.513,-0.2,-0.3,0.4172
913,6003.1,360.09,1185.32,178.404,179.507,0.15,-0.35,0.4
914,6002.13,360.54,1185.17,178.345,179.255,0.15,-0.05,0.4345
915,6001.14,360.52,1185.07,178.547,179.366,-0.2,-0.05,0.4345
916,6000.41,360.56,1184.9,178.72,179.991,0.15,-0.3,0.4345
917,5999.82,360.58,1184.76,178.876,179.678,-0.2,-0.3,0.4345
918,5999.66,360.57,1184.65,178.942,179.758,0.15,-0.3,0.4345
919,5999.69,360.8,1184.57,178.92,179.744,0.15,0.85,0.4345
920,5999.77,360.64,1184.44,178.892,179.662,-0.3,-0.05,0.4345
921,5999.97,360.32,1184.21,178.891,179.337,0.15,-0.3,0.4345
922,6000.3,360.08,1183.95,178.721,179.267,-0.2,-0.3,0.4345
923,6001.15,359.26,1183.63,178.471,179.407,-0.3,0.85,0.4345
924,6002.1,359.03,1183.24,178.773,179.368,0.15,0.65,0.4
925,6002.51,359.43,1182.83,178.996,179.35,0.15,0.3,0.4345
926,6002.34,359.73,1182.45,178.828,179.501,0.15,-0.35,0.4345
927,6001.92,359.73,1182.13,178.907,179.356,-0.2,-0.05,0.4345
928,6001.61,359.88,1181.79,178.939,179.327,0.15,-0.35,0.4345
929,6001.11,360.43,1181.49,178.833,179.304,0.15,-0.05,0.4345
930,6000.55,360.46,1181.3,178.98,179.077,-0.2,-0.05,0.4345
931,6000.19,360.55,1181.14,179.118,178.797,0.15,-0.3,0.4345
932,5999.85,360.95,1181.02,179.144,178.897,0.15,-0.05,0.4345
933,5999.62,360.82,1180.92,179.196,179.06,-0.2,-0.05,0.4345
934,5999.73,360.79,1180.87,179.134,179.059,0.15,-0.3,0.4345
935,6000.01,360.74,1180.88,179.001,178.972,-0.2,-0.05,0.4345
936,6000.58,360.68,1180.81,178.963,178.892,0.15,0.85,0.4345
937,6000.98,361.12,1180.76,179.229,178.858,0.15,0.85,0.4345
938,6001.11,360.98,1180.77,179.29,178.764,-0.2,-0.05,0.4345
939,6001.33,360.78,1180.75,179.262,178.684,-0.2,-0.3,0.4345
940,6001.66,361.04,1180.75,179.331,178.66,0.15,-0.35,0.4345
941,6001.96,361.39,1180.78,179.387,178.519,0.15,-0.05,0.4345
942,6002.38,361.18,1180.81,179.168,178.444,-0.2,-0.05,0.4345
943,6003.11,361.08,1180.83,179.172,178.446,0.15,0.85,0.4345
944,6003.62,361.47,1180.9,179.588,178.356,0.15,0.85,0.4345
945,6003.84,361.27,1180.93,179.706,178.285,-0.2,-0.05,0.4345
946,6004.1,361.0,1180.9,179.705,178.353,-0.2,-0.3,0.4345
947,6004.43,361.26,1180.9,179.801,178.356,0.15,-0.3,0.4345
948,6004.69,361.61,1180.93,179.877,178.311,0.15,-0.05,0.4345
949,6005.01,361.41,1181.03,179.577,178.192,-0.2,-0.05,0.4345
950,6005.59,361.32,1181.06,179.532,178.26,0.15,0.85,0.4345
951,6005.98,361.32,1181.08,179.762,178.274,-0.2,0.85,0.4345
952,6006.27,360.82,1181.1,179.782,178.16,-0.2,-0.3,0.4345
953,6006.49,361.06,1181.11,179.771,178.148,0.15,-0.35,0.4345
954,6006.54,361.44,1181.12,179.708,178.233,0.15,-0.05,0.4345
955,6006.61,361.33,1181.14,179.634,178.235,-0.2,-0.05,0.4345
956,6006.89,361.28,1181.16,179.587,178.207,0.15,0.85,0.4345
957,6006.93,361.31,1181.15,179.541,178.187,-0.2,0.85,0.4345
958,6006.75,361.21,1181.14,179.276,178.112,0.15,-0.05,0.4345
959,6006.24,361.17,1181.1,179.22,178.103,-0.2,-0.65,0.4345
960,6005.94,361.12,1181.02,179.349,178.109,0.15,-0.3,0.4345
961,6005.67,361.43,1181.02,179.288,178.128,0.15,0.85,0.4345
962,6005.32,361.2,1181.02,179.326,178.052,-0.2,-0.05,0.4345
963,6005.19,360.88,1181.07,179.326,177.734,-0.2,-0.3,0.4345
964,6005.29,361.04,1181.16,179.211,177.954,0.15,-0.3,0.4345
965,6005.41,361.27,1181.29,179.198,178.233,0.15,0.85,0.4345
966,6005.45,361.09,1181.38,179.218,178.098,-0.2,-0.05,0.4345
967,6005.46,360.77,1181.38,179.211,178.054,0.15,-0.3,0.4345
968,6005.48,360.67,1181.38,179.156,178.014,-0.2,-0.05,0.4345
969,6006.02,359.68,1181.22,178.811,177.979,-0.3,0.85,0.4345
970,6006.66,359.57,1180.96,179.073,178.159,0.15,0.65,0.4345
971,6006.67,359.84,1180.74,179.046,178.23,0.15,0.95,0.4345
972,6006.08,359.62,1180.51,178.76,178.263,-0.2,-0.05,0.4345
973,6005.24,359.61,1180.23,178.555,178.285,0.15,-0.65,0.4345
974,6004.24,360.15,1180.03,178.56,178.274,0.15,-0.65,0.4345
975,6003.42,359.97,1179.85,178.943,178.308,-0.2,-0.05,0.4345
976,6003.06,359.85,1179.68,179.093,178.246,0.15,-0.3,0.4345
977,6002.98,359.71,1179.51,179.059,178.31,-0.2,0.85,0.4345
978,6003.33,359.48,1179.27,178.953,178.225,0.0,0.85,0.4345
979,6003.5,359.94,1179.13,179.068,178.199,0.15,0.65,0.4345
980,6003.31,359.96,1179.04,179.037,178.113,-0.2,-0.05,0.4345
981,6003.11,360.05,1178.87,178.989,178.083,0.15,-0.3,0.4345
982,6002.83,360.13,1178.71,178.969,178.185,-0.2,-0.05,0.4345
983,6002.68,360.12,1178.57,178.951,178.24,0.15,-0.3,0.4345
984,6002.54,360.45,1178.44,178.943,178.263,0.15,-0.05,0.4345
985,6002.52,360.24,1178.35,178.956,178.248,-0.2,-0.05,0.4345
986,6002.84,360.18,1178.18,178.875,178.214,0.15,-0.3,0.4345
987,6003.34,360.0,1177.98,178.773,178.148,-0.2,0.85,0.4345
988,6004.0,359.95,1177.77,178.833,178.04,0.15,0.85,0.4345
989,6004.36,359.95,1177.54,178.909,178.094,-0.2,0.85,0.4345
990,6004.49,359.42,1177.29,178.833,178.249,-0.2,-0.05,0.4345
991,6004.33,359.6,1176.97,178.65,178.346,0.15,-0.35,0.4345
992,6003.86,359.73,1176.69,178.563,178.38,-0.2,-0.05,0.4345
993,6003.43,359.73,1176.49,178.557,178.051,0.15,-0.35,0.4345
994,6003.01,360.11,1176.38,178.585,178.076,0.15,-0.35,0.4345
995,6002.77,359.91,1176.25,178.666,178.423,-0.2,-0.05,0.4345
996,6002.92,359.81,1176.01,178.634,178.605,0.15,0.85,0.4345
997,6002.93,360.23,1175.78,178.648,178.54,0.15,0.85,0.4345
998,6002.7,360.05,1175.6,178.655,178.378,-0.2,-0.05,0.4345
999,6002.56,359.67,1175.3,178.693,178.206,-0.2,-0.65,0.4345
1000,6002.7,359.72,1174.92,178.672,178.494,0.15,-0.3,0.4345
